岗位id,城市,公司全名,公司缩写,福利待遇,工作地点,学历要求,工作类型,发布时间,职位名称,薪资,工作年限,公司类型,公司规模,公司阶段
6398547,广州,信用生活（广州）智能科技有限公司,信用生活,"['年底双薪', '股票期权', '绩效奖金', '带薪年假']",海珠区,本科,开发|测试|运维类,1天前发布,数据分析专家,20k-40k,5-10年,金融,50-150人,A轮
6048296,北京,珠海随变科技有限公司,必要商城,"['商业医疗保险', '带薪年假', '扁平管理', '下午茶']",朝阳区,本科,运营|编辑|客服类,2天前发布,数据分析师-用户画像方向,15k-25k,3-5年,电商,150-500人,不需要融资
6343331,北京,上海微创软件股份有限公司,微创软件,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",海淀区,大专,产品|需求|项目类,2019/9/11,数据分析师（初中高）,8k-15k,不限,企业服务,2000人以上,不需要融资
6392271,北京,北京嘀嘀无限科技发展有限公司,滴滴,"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",海淀区,本科,产品|需求|项目类,2019/9/10,数据分析师(J190828024),15k-25k,1-3年,汽车丨出行,2000人以上,不需要融资
6362525,重庆,重庆中电自能科技有限公司,中电科技,[],九龙坡区,本科,开发|测试|运维类,2019/9/9,数据分析师（数据治理）,10k-15k,1-3年,"数据服务,企业服务",50-150人,未融资
6374465,福州,福州龙腾简合网络技术有限公司,龙腾简合,"['五险一金', '午餐补助', '带薪年假', '节日福利']",台江区,本科,产品|需求|项目类,2019/9/5,数据分析师（初级）,6k-8k,1年以下,游戏,500-2000人,未融资
6124870,深圳,深圳前海达飞金融服务有限公司,即有分期,"['年底双薪', '节日礼物', '技能培训', '年度旅游']",福田区,本科,金融类,11:01发布,数据分析主管,12k-20k,1-3年,金融,500-2000人,D轮及以上
5390437,北京,北京微聚未来科技有限公司,微聚未来,"['定期体检', '弹性工作', '免费班车', '七险一金']",海淀区,本科,开发|测试|运维类,09:57发布,高级数据分析师,20k-40k,3-5年,金融,500-2000人,不需要融资
5896328,北京,北京自如友家资产管理有限公司,自如网,"['丰厚年薪', '六险一金', '健康体检', '带薪年假']",朝阳区,本科,产品|需求|项目类,1天前发布,数据分析主管,15k-25k,3-5年,房产家居,2000人以上,A轮
6286747,广州,广州太平洋电脑信息咨询有限公司,太平洋网络有限公司,"['年底双薪', '绩效奖金', '五险一金', '带薪年假']",天河区,本科,开发|测试|运维类,1天前发布,数据分析工程师,15k-30k,3-5年,"电商,消费生活",500-2000人,上市公司
6048307,北京,珠海随变科技有限公司,必要商城,"['商业医疗保险', '带薪年假', '扁平管理', '下午茶']",朝阳区,本科,开发|测试|运维类,2天前发布,数据分析师-用户增长,15k-30k,3-5年,电商,150-500人,不需要融资
6344861,北京,北京每日一淘共享科技有限公司,每日一淘,[],朝阳区,本科,产品|需求|项目类,2019/9/11,数据分析师,29k-55k,1-3年,电商,150-500人,不需要融资
6290469,上海,任拓数据科技（上海）有限公司,任拓数据科技（上海）有限公司,"['带薪年假', '交通补助', '定期体检', '弹性工作']",黄浦区,本科,产品|需求|项目类,2019/9/11,数据分析师,8k-12k,1-3年,"电商,数据服务",150-500人,不需要融资
5806135,深圳,微民保险代理有限公司,WeSure微保,"['带薪年假', '交通补助', '通讯津贴', '定期体检']",南山区,本科,产品|需求|项目类,2019/9/10,数据分析师,10k-20k,1-3年,金融,150-500人,不需要融资
6063119,上海,上海艾大软件有限公司,艾大,[],宝山区,本科,产品|需求|项目类,2019/9/2,数据分析,13k-20k,1-3年,"企业服务,数据服务",15-50人,未融资
4979044,北京,北京大米未来科技有限公司,VIPKID,"['绩效奖金', '股票期权', '五险一金', '带薪年假']",朝阳区,本科,产品|需求|项目类,2019/8/28,数据分析师,15k-30k,3-5年,教育,2000人以上,D轮及以上
6138424,杭州,支付宝（杭州）信息技术有限公司,蚂蚁金服集团,"['年底双薪', '带薪年假', '股票期权', '绩效奖金']",西湖区,本科,开发|测试|运维类,10:20发布,数据分析专家,35k-50k,5-10年,金融,2000人以上,B轮
6305306,成都,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",高新区,本科,开发|测试|运维类,05:41发布,数据分析师,25k-50k,不限,文娱丨内容,2000人以上,C轮
6224962,北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",海淀区,本科,产品|需求|项目类,05:40发布,大数据分析师-模型算法方向,20k-40k,不限,文娱丨内容,2000人以上,C轮
6407180,北京,百度在线网络技术（北京）有限公司,百度,"['股票期权', '弹性工作', '五险一金', '免费班车']",海淀区,本科,开发|测试|运维类,1天前发布,数据分析研发工程师,20k-25k,1-3年,工具,2000人以上,不需要融资
2908800,广州,广州君海网络科技有限公司,君海游戏,"['技能培训', '年底双薪', '绩效奖金', '岗位晋升']",海珠区,本科,开发|测试|运维类,11:46发布,大数据开发工程师,10k-20k,1-3年,游戏,150-500人,上市公司
6394068,北京,家宅融智（北京）科技有限公司,好好住,"['技能培训', '股票期权', '带薪年假', '年度旅游']",朝阳区,本科,开发|测试|运维类,1天前发布,00127-数据分析实习生,3k-4k,不限,社交,150-500人,B轮
5523273,北京,北京小米科技有限责任公司,小米,"['快速成长', '免费班车', '扁平管理', '技能培训']",海淀区,本科,运营|编辑|客服类,2天前发布,有品-数据分析师,15k-30k,3-5年,硬件,2000人以上,D轮及以上
6226507,北京,新浪网技术（中国）有限公司,新浪网,"['免费班车', '岗位晋升', '五险一金', '定期体检']",海淀区,本科,产品|需求|项目类,2天前发布,数据分析师,13k-25k,1-3年,文娱丨内容,2000人以上,上市公司
2989157,上海,鑫涌算力信息科技（上海）有限公司,信用算力,"['年底双薪', '股票期权', '带薪年假', '绩效奖金']",杨浦区,本科,金融类,2天前发布,数据分析师,15k-30k,1-3年,金融,150-500人,B轮
6318858,上海,上海龙婴本铺服装设计有限公司,日本犬印本铺中国唯一正规代理,[],黄浦区,本科,开发|测试|运维类,09:23发布,运营数据分析,7k-10k,1-3年,电商,50-150人,不需要融资
3079706,上海,上海点融信息科技有限责任公司,点融,"['节日礼物', '带薪年假', '岗位晋升', '扁平管理']",黄浦区,本科,开发|测试|运维类,1天前发布,高级数据分析师-SH2915,25k-50k,5-10年,金融,150-500人,D轮及以上
5460654,北京,泰康保险集团股份有限公司,泰康保险集团,"['交通补助', '午餐补助', '带薪年假', '定期体检']",昌平区,本科,开发|测试|运维类,10:13发布,数据工程师,13k-26k,3-5年,金融,2000人以上,不需要融资
5960673,广州,广州酷旅旅行社有限公司,要出发,"['牛人云集', '技能培训', '豪华下午茶', '酒店预订']",天河区,本科,开发|测试|运维类,1天前发布,高级数据分析师,15k-30k,3-5年,"电商,消费生活",500-2000人,D轮及以上
6082903,北京,便利蜂商贸有限公司,便利蜂,"['弹性工作', '美女多', '帅哥多', '领导好']",朝阳区,本科,产品|需求|项目类,2天前发布,数据分析师,20k-25k,3-5年,消费生活,2000人以上,不需要融资
6193713,北京,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",海淀区,本科,产品|需求|项目类,05:40发布,BI产品经理-数据分析,20k-40k,不限,文娱丨内容,2000人以上,C轮
6095231,杭州,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",余杭区,本科,产品|需求|项目类,05:38发布,数据分析师-企业SaaS应用,20k-40k,3-5年,文娱丨内容,2000人以上,C轮
6215553,上海,中移（上海）信息通信科技有限公司,中移上研院,"['交通补助', '通讯津贴', '午餐补助', '扁平管理']",浦东新区,本科,开发|测试|运维类,2019/8/31,数据分析师（金融科技领域）,15k-30k,3-5年,"人工智能,物联网",150-500人,不需要融资
6286261,佛山,珠海市碧桂园管理服务有限公司,碧桂园集团数字化管理中心,"['年底双薪', '绩效奖金', '专项奖金', '年终分红']",顺德区,本科,产品|需求|项目类,2019/8/30,数据分析师,10k-20k,3-5年,"数据服务,房产家居",2000人以上,不需要融资
6320560,北京,北京小米科技有限责任公司,小米,"['快速成长', '免费班车', '扁平管理', '技能培训']",海淀区,硕士,产品|需求|项目类,2019/8/28,数据分析师,20k-39k,5-10年,硬件,2000人以上,D轮及以上
6280223,北京,广州市百果园网络科技有限公司,Bigo,"['年底双薪', '五险一金', '年终奖', '班车接送']",海淀区,本科,产品|需求|项目类,2019/8/27,数据分析师,25k-35k,3-5年,社交,2000人以上,上市公司
5943583,深圳,亿达信息技术（深圳）有限公司,YIDATEC,[],南山区,本科,产品|需求|项目类,2019/8/24,数据分析师,8k-11k,1-3年,游戏,2000人以上,不需要融资
6018063,西安,深圳市云积分科技有限公司,云积互动,"['带薪年假', '年轻团队', '股票期权', '下午茶']",雁塔区,本科,开发|测试|运维类,11:41发布,资深数据分析师,10k-16k,3-5年,企业服务,150-500人,天使轮
6392475,北京,北京自如友家资产管理有限公司,自如网,"['丰厚年薪', '六险一金', '健康体检', '带薪年假']",朝阳区,本科,产品|需求|项目类,1天前发布,数据分析专员,9k-12k,1-3年,房产家居,2000人以上,A轮
6174181,深圳,顺丰科技有限公司,顺丰科技有限公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",南山区,本科,开发|测试|运维类,1天前发布,GJY-数据分析与运营高级工程师,18k-24k,5-10年,物流丨运输,2000人以上,不需要融资
6103160,成都,成都娄外科技有限公司,西瓜创客,"['牛人多', '快速发展']",高新区,本科,开发|测试|运维类,1天前发布,数据分析工程师,15k-25k,不限,教育,500-2000人,B轮
5658218,杭州,杭州多准数据技术有限公司,多准大数据,"['开放式办公', '扁平管理', '带薪假期', '弹性工作时间']",西湖区,本科,市场|商务类,13:53发布,数据分析总监,40k-50k,5-10年,"数据服务,广告营销",50-150人,A轮
5710895,北京,北京三快在线科技有限公司,美团点评,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",朝阳区,本科,产品|需求|项目类,11:03发布,数据分析主管,15k-30k,3-5年,消费生活,2000人以上,上市公司
5081191,广州,广州力挚网络科技有限公司,租租车,"['技能培训', '带薪年假', '岗位晋升', '扁平管理']",天河区,本科,开发|测试|运维类,1天前发布,数据分析师工程师,8k-14k,3-5年,"旅游,消费生活",500-2000人,C轮
6320532,佛山,北京江融信科技有限公司,江融信,"['绩效奖金', '管理规范', '通讯津贴', '定期体检']",南海区,本科,产品|需求|项目类,1天前发布,产品经理-数据分析类产品,13k-23k,1-3年,其他,150-500人,B轮
4967491,上海,百融云创科技股份有限公司,百融云创,"['技能培训', '股票期权', '带薪年假', '定期体检']",浦东新区,本科,开发|测试|运维类,2019/8/28,数据分析师,15k-30k,3-5年,金融,500-2000人,C轮
5046047,北京,广州数说故事信息科技有限公司,DataStory,"['颜值高', '双休日', '高大上团建', '带薪假']",朝阳区,本科,开发|测试|运维类,09:58发布,数据分析经理,15k-20k,3-5年,数据服务,150-500人,B轮
5046047,北京,广州数说故事信息科技有限公司,DataStory,"['颜值高', '双休日', '高大上团建', '带薪假']",朝阳区,本科,开发|测试|运维类,09:58发布,数据分析经理,15k-20k,3-5年,数据服务,150-500人,B轮
5518593,北京,包头市包银消费金融股份有限公司,包银消费金融,"['年底双薪', '年终分红', '定期体检', '节日礼物']",朝阳区,本科,金融类,2019/9/9,数据分析师(J10177),10k-20k,1-3年,金融,150-500人,不需要融资
6115725,上海,通联数据股份公司,通联数据,"['五险一金', '通讯津贴', '带薪年假', '节日礼物']",虹口区,本科,开发|测试|运维类,2019/9/9,数据分析师,7k-13k,1-3年,金融,150-500人,不需要融资
6116445,北京,北京希为科技有限公司,希为科技,"['股票期权', '带薪年假', '绩效奖金', '弹性工作']",海淀区,本科,产品|需求|项目类,2019/9/5,数据分析师-03,13k-25k,1-3年,"企业服务,金融",50-150人,不需要融资
6323895,深圳,风变科技（深圳）有限公司,风变科技（深圳）有限公司,"['专项奖金', '带薪年假', '定期体检', '六险一金']",南山区,硕士,产品|需求|项目类,2019/8/23,数据分析师,8k-12k,1年以下,教育,150-500人,A轮
6196619,广州,广州米多多网络科技有限公司,米多多游戏,"['年底双薪', '定期体检', '带薪年假', '午餐补助']",天河区,本科,产品|需求|项目类,15:13发布,高级数据分析师,15k-25k,3-5年,游戏,50-150人,未融资
6083094,深圳,深圳市乐易网络股份有限公司,乐易网络,"['技术大牛', '两次年度旅游', '福利倍儿好', '年终奖丰厚']",南山区,本科,开发|测试|运维类,15:01发布,数据分析工程师,30k-50k,5-10年,游戏,150-500人,不需要融资
5461924,深圳,深圳爱问科技股份有限公司,爱问科技,"['五险一金', '午餐补助', '绩效奖金', '年终奖金']",南山区,本科,开发|测试|运维类,14:56发布,数据分析主管,15k-25k,3-5年,社交,150-500人,不需要融资
6403351,西安,西安贝业思数据智能技术服务有限公司,贝业思,"['弹性工作', '扁平管理']",高新技术产业开发区,不限,产品|需求|项目类,14:31发布,初级数据分析师,4k-8k,不限,数据服务,15-50人,不需要融资
6405525,杭州,广州哆啦科技有限公司,Fordeal,"['六险一金', '不打卡', '姨妈假', '扁平管理']",西湖区,本科,开发|测试|运维类,11:38发布,资深数据分析师,15k-30k,3-5年,电商,2000人以上,C轮
